"","ind.coord.LD1","ind.coord.LD2","ind.coord.LD3","ind.coord.LD4","ind.coord.LD5","ind.coord.LD6","ind.coord.LD7","ind.coord.LD8","ind.coord.LD9","ind.coord.LD10","ind.coord.LD11","ind.coord.LD12","ind.coord.LD13","ind.coord.LD14","ind.coord.LD15","ind.coord.LD16","ind.coord.LD17","ind.coord.LD18","ind.coord.LD19","ind.coord.LD20"
"794",5.86527881024745,3.49858068380467,5.85481502416916,1.04300607373937,-1.12378124918799,-0.0802759341889462,-2.08765468477782,-1.30771401618839,-0.400602048075067,-0.374104430636275,-1.80322228059486,-3.78653160317901,0.70102983723611,2.16884809223764,-0.0780340381903936,1.69306006302105,1.94743263172064,0.560492759784486,-1.40466113799702,2.84868452345932
"795",6.15122727881909,2.87618296876454,6.52902886935421,0.837830931960795,-0.473696713937789,0.00196203339107213,-1.35442359137916,-1.16142656763143,-2.51406708908146,-0.480912446310625,1.23174283085536,-0.752636126133151,-0.0451100968354185,1.38139110392184,2.8690003954341,0.162781093219871,0.215364924202587,-0.0225413545479388,-0.515146444186386,-1.45293100884687
"796",6.10945790057514,2.13802495079933,5.32240508054462,1.36238704165488,-0.152779549181765,0.264388287458139,-1.44929582546729,-0.558078362326486,-1.70156069875789,-0.352306386448064,0.57409915827129,-0.890924777394444,0.260247356256374,2.2364793028532,0.259767229323256,-0.150916434193782,0.175021050201881,0.958539231962229,0.493875348677455,1.37370233731814
"797",6.10260048027152,2.01850484690649,4.40257039413929,1.14920230375476,1.47607611379113,0.257387146319495,-1.32481470972148,-3.10312635172951,-1.99933252841086,-1.83218946406333,1.83133401921887,0.235826095771247,-0.961609694830925,2.1828753825979,1.09167687257161,0.858428490443995,0.443844630643787,1.15923992151139,0.215117565693732,-0.322192718081557
"798",5.93775103932218,2.10652815905134,4.86544272312946,-0.764054917619877,1.50380597782043,0.56497278694203,-1.41861134901094,-1.34922577637119,-0.895304630244564,1.40170842352649,-1.28805858454375,-0.723042392498166,-0.209719043228265,2.17457879168035,-0.856230781084199,1.64383413041762,-0.452393891032596,1.07132625197322,-0.288673260068969,0.127719820690456
"799",4.47872886302848,2.1078949962247,5.75692844243611,0.735747804816097,1.35883724968776,-0.385104416803262,-0.733291790044769,-0.812934044064115,-2.06390177769735,-0.11481841396,-1.58580452793142,1.06505414129808,-1.07721206218044,4.49385585232675,0.239471853510109,1.20960499244075,-0.0608117910675968,1.1141561250589,-0.835806076523805,-0.4298165364003
"800",5.02422594256989,1.45905190762295,6.00580668834095,0.395260483180654,0.312435719101432,0.631585395856814,-3.38159333385635,-1.57786001195486,-0.374384345488255,-1.85391477832944,-0.0048639529825171,-2.74849302215186,0.618409185311366,3.09278172915062,-0.372650287177153,0.153338334805962,-0.16344002221321,-0.263939145460849,-0.751739050981421,-0.318401081054524
"801",5.77024159195241,3.0874305108018,6.10599279892636,0.781553806665029,-0.410765532380192,0.416212692329912,-1.62104410660604,-1.70528068796894,-0.93805522041064,0.128500408244828,-1.27975393504767,-3.99382502487578,0.715278841993779,3.12792305872452,0.343269910931271,1.58095573742218,0.791332452120109,0.594527997598749,-1.62971673551798,2.40834216708022
"802",5.13249623387288,1.480641020007,5.80243361907394,1.21556018434995,1.19986072167408,-0.0773936566883704,-3.83953496569229,-2.93297458156796,-0.692982630853348,0.0969153997983103,-0.882147054754728,-0.902721284458911,-0.66117726081907,1.68160382043582,-0.710920846143297,-0.619005177688938,-1.0581141349482,0.50803448335496,0.265617898154829,0.685557738043169
"803",4.55191969542044,1.59060108092903,6.28558655718416,0.925822240964773,0.106169893428031,-1.09531167646415,0.342517680532882,-1.45304374769618,-0.552297233308245,-2.77118862506604,0.2410643229494,-1.14986007868521,-0.730743434756967,2.37872682830647,-1.04911784125559,0.0669456530366297,0.421305130202369,0.425220421907154,-0.035033227281103,0.645849961335832
