"","posterior.20","posterior.21","posterior.22","posterior.24","posterior.25","posterior.27","posterior.28","posterior.29","posterior.34","posterior.36","posterior.37","posterior.38","posterior.430","posterior.441","posterior.464","posterior.465","posterior.488","posterior.489","posterior.494","posterior.50","posterior.51","posterior.52","posterior.54","posterior.56","posterior.57","posterior.58","posterior.59","posterior.601","posterior.602","posterior.606","posterior.607","posterior.608","posterior.611","posterior.612","posterior.613","posterior.615","posterior.616","posterior.617","posterior.618","posterior.619","posterior.622","posterior.625","posterior.629","posterior.677","posterior.684","posterior.699","posterior.71","posterior.75","posterior.81","posterior.82","posterior.83","posterior.86","posterior.87"
"794",0.868315625099075,2.71223022997362e-06,3.24664220309378e-05,0.000973037237438739,0.115072727089444,0.0073906007463291,0.0076654472299313,0.000547383773913426,8.09617916791453e-23,8.13272410622211e-17,1.00389833324533e-16,1.71605567929241e-10,9.28321415329401e-83,4.14456895703828e-65,7.21702406281087e-82,2.53325398716937e-84,8.13448098841359e-107,2.56417825307124e-141,2.71837383222047e-99,1.64509653711564e-18,6.0634940391421e-19,6.91126555906357e-23,1.31470315594297e-30,6.0295691477262e-51,9.91620652727805e-18,1.87917786992743e-15,1.56586644075369e-19,2.17925403539125e-94,9.37903440065205e-91,5.44246869399218e-91,2.32361972068114e-82,4.10813968710675e-88,6.41898891410746e-91,1.44659587644659e-98,8.76789512706427e-89,2.0269239850504e-99,1.53368969522949e-96,2.75039488044705e-83,1.69450886733252e-79,1.01432881199199e-85,1.73543498868647e-78,1.53636798574137e-92,1.18126875814054e-33,1.09277017378817e-76,1.143133752199e-92,7.40111725144756e-77,2.58616589104833e-148,1.15465851144295e-132,8.04995094674289e-172,1.75293749637377e-223,0,1.63777010408285e-110,3.50402038185468e-175
"795",0.666932405802428,0.00666637263137254,0.00103027327204,0.00341962731104313,0.0903897309084897,0.229130730110922,0.000305398120419064,0.00212545271008607,1.17427862600845e-15,3.30415154042563e-12,9.60340329732296e-14,9.09150627174594e-09,2.82723327353622e-85,1.20264400511803e-67,3.35807148725547e-82,8.35151368036978e-86,8.19953772688853e-117,1.2755430136966e-130,1.71304576723503e-106,5.23822391963269e-12,1.92254722514638e-12,1.22012228112617e-16,4.64544703739929e-28,2.2478811131857e-47,1.69484559167907e-11,1.40710057160566e-11,1.11709159856155e-13,1.50686367134625e-90,1.0011995999563e-85,2.43164896898345e-86,3.92511305008212e-79,2.81058403541831e-84,9.84885159540649e-85,3.09946840082566e-94,5.25489754308912e-85,3.36448453406723e-97,1.04771258990634e-93,6.02763391936733e-81,3.38163433429886e-78,6.60177122547596e-83,8.27932313465564e-77,8.01436706400367e-89,9.35720279916544e-30,2.08740292344347e-72,5.99619268019961e-91,1.3922580989122e-78,4.54409466848958e-160,4.42508703658701e-121,2.52826770511726e-166,7.14027231467976e-227,0,1.35653795221635e-108,2.35020550091804e-179
"796",0.562439358096417,0.00532121898011292,0.00506667630875108,0.00516526610873121,0.116221848410956,0.265619239824586,0.00238644209182881,0.0377796515142174,3.07977936215868e-18,1.70744562875011e-10,9.32662353930512e-12,2.98242202831151e-07,1.43959415689197e-75,2.53461345526047e-58,3.29735707295036e-72,4.65727106194727e-76,4.35669564701393e-107,1.22664044125407e-126,9.76143631361051e-97,2.75303881392296e-12,4.81003078564527e-13,7.89025772714993e-16,5.4744991715667e-25,6.31439800600177e-48,3.28598748219437e-11,2.04111381343315e-10,1.91968758667045e-12,2.38250212501257e-81,4.24632721571886e-78,2.76206079704261e-78,4.67598073764091e-73,2.75169395511019e-77,2.43400880006015e-78,1.20876734734874e-85,2.68712335317815e-79,1.43999931527901e-87,6.4954940155501e-85,1.03837069407614e-72,1.39187624645368e-70,1.49045308683679e-74,9.7789944980299e-70,1.9248941102462e-80,4.15965971839948e-26,4.70876435788243e-65,8.92266719311271e-82,2.66464965690392e-74,1.14608668535644e-154,1.67602468464829e-123,3.63005435280969e-170,1.00863275365721e-225,0,1.56012601498897e-108,4.38367599782234e-179
"797",0.836590843054702,0.000256285985280198,0.00857000358261066,0.0855216848002161,0.040455849390766,0.0123708607664191,4.77066491078419e-05,0.0161867513859225,1.28943065170153e-17,2.93431705507231e-11,4.33882958059983e-16,1.43307041062997e-08,4.59648830078317e-71,5.8612267332147e-56,4.78098793225717e-72,3.47224222926744e-74,7.75160232456268e-103,1.30872358862862e-101,3.45223686349248e-82,8.55874918497921e-14,8.06850144383784e-15,9.26377079881619e-16,1.70864473378187e-24,6.79121431142827e-44,1.27278387589325e-11,1.19723856561246e-11,1.33034313682968e-13,5.58486119169233e-78,1.20856446595447e-74,6.72183549874968e-76,1.5474023409319e-70,4.38140471416777e-74,1.65785417255143e-75,1.84009191194292e-83,3.54440167881462e-76,6.0020364460179e-86,3.03785377441074e-82,3.16736592162374e-70,5.73665267817366e-69,6.13993813040229e-72,1.02922361010023e-66,2.43061877335838e-78,3.04305516472206e-25,1.46537032301654e-62,8.00768035615333e-79,6.53009853974726e-72,3.23275618053153e-160,4.55039616289817e-128,4.61130673433547e-158,4.06365676507398e-221,0,7.94572683314099e-106,3.39311421295115e-177
"798",0.393724756421514,0.00160096939785213,0.0196379314423436,0.000643105864944921,0.53332537237798,0.0217442954711093,0.000101598996562497,0.0291818548158967,8.01341116555349e-22,2.83560137099902e-09,3.60719819068264e-13,4.0053613961794e-05,1.02906569259416e-73,5.02184402822788e-56,1.25946474402096e-71,8.84195113884395e-75,1.04398056816842e-97,1.92543305851153e-125,3.05277034527275e-88,2.81161830972325e-09,4.0379043889577e-10,1.14407031755841e-13,2.5464133008521e-23,2.13714042131172e-50,3.14823749686639e-08,2.31884106829894e-08,8.75563616839966e-10,1.02664666212233e-79,2.33764215651542e-76,8.96236461432299e-76,3.8074703790413e-72,1.16743115795033e-75,3.23080815890841e-77,1.00983217058053e-84,3.44089843966805e-77,6.12511876376975e-86,7.87459867461326e-84,1.17567691306711e-69,2.62753790036454e-69,4.57375548931998e-73,6.38485763277523e-67,1.67876523596599e-78,1.09921989676463e-24,3.85434261203337e-65,1.38361069037492e-79,6.0922676336829e-71,3.48046678779027e-145,4.85268782411637e-126,1.01427595010803e-160,1.38889624387812e-210,0,7.26157011092474e-100,1.44243600174596e-166
"799",0.930991256094157,0.000752012860386012,0.00564613245190261,0.0015303312761615,0.0598273880141198,0.000978449380951238,2.95742580300645e-06,0.000271447592263434,4.48116625733843e-25,3.13520295976092e-14,1.16984806200984e-17,3.37439436775871e-09,5.86711429838713e-83,6.66317481750974e-64,1.50330708752469e-77,2.8332876028098e-81,1.17424111658913e-113,2.8988534194784e-136,2.39304603151741e-103,1.25143325530802e-09,5.40468784610689e-10,9.34809108984577e-13,1.70683844583371e-22,4.0524988161169e-47,1.25390744081997e-09,1.80150500231098e-08,4.68035307570324e-10,1.05222413760118e-73,5.44007402635453e-71,1.48000379624649e-69,1.04441514632173e-68,2.47918827068249e-72,5.47958481976323e-70,3.39174004493691e-78,3.757286826644e-75,3.95109497811564e-80,1.30934585178226e-77,1.11254760516858e-65,1.40317235997499e-66,3.25383325279209e-67,4.82127017772378e-63,1.25600957292848e-72,2.91767711385998e-23,4.3014533504114e-59,3.81400369695095e-75,5.1979136990782e-73,3.24750197006001e-152,2.07578063286984e-132,1.98473893511901e-141,2.10713370425717e-211,0,5.5772749933781e-91,3.58400891582618e-161
"800",0.0654662613569186,3.99767456047725e-07,0.000197404601581441,0.591705745284331,0.184772571913756,0.0120319016816418,0.145615139009023,0.000210576332480769,1.24712076036104e-23,1.10505572536145e-17,6.47427841951382e-18,5.28116108696335e-11,2.52602079667483e-88,1.24230499949639e-69,2.79427537703564e-85,2.88768204268371e-89,4.65626125339962e-119,1.89473836564435e-135,8.3098390515103e-105,1.89952287297429e-20,9.46761297662757e-22,1.81127955177492e-22,1.01842589397692e-26,4.96431163981118e-53,1.5726303118554e-19,1.76233085588707e-17,1.56343868923814e-20,3.11466626859915e-79,1.38853268800436e-76,3.87815284247834e-75,8.70487421000585e-71,2.70637932648506e-76,5.71123900851612e-77,2.332025229252e-83,2.11051769026448e-77,3.17045862692004e-84,9.41065415928835e-82,2.67158860327185e-71,3.8007761270993e-69,9.21256472389268e-73,3.69349521911495e-67,1.74455176841313e-78,1.34749494334056e-28,4.28339458176112e-63,2.77530596111119e-79,1.34360807367692e-70,4.06667618373476e-144,7.41216100218788e-126,5.9334546760733e-173,3.3792107233732e-216,0,3.50480203796259e-105,7.80581983633228e-172
"801",0.962166870996524,1.57217454248282e-06,5.53478011482566e-05,0.000428958366593225,0.0359207362211916,0.00126124282338111,0.000138403359591316,2.68682561740573e-05,1.19537322770607e-25,2.1103226922281e-19,1.28118972490366e-20,8.50063335989672e-13,2.82610778675245e-86,5.96861018746174e-68,9.65791110249236e-85,2.07496130817865e-87,1.02800997719084e-110,1.22305770216064e-142,4.11934380686665e-105,7.00066597342904e-18,1.14274142910455e-18,9.16519689313851e-22,3.2762003860892e-30,3.86272315778646e-52,2.06113020956505e-17,4.4866320291886e-15,1.37425408296885e-18,2.40848884421993e-93,5.72077588674463e-90,5.18602219602134e-90,1.0564763789143e-81,3.8058060660929e-87,5.81326676671365e-90,2.5766308025784e-98,3.22875524379536e-87,3.96299969324951e-99,6.5859996617885e-96,1.49068183153962e-82,1.17834645747128e-79,2.66479345017432e-85,1.23982063213202e-77,6.3680334120245e-92,7.11410440913104e-33,4.2382205963724e-76,3.34161300475743e-92,1.63485609763157e-76,5.23957325845769e-153,1.43583901014274e-133,1.20520300238795e-174,2.60708346667091e-220,0,9.50121373266851e-111,1.73542451224381e-177
"802",0.0728341690953188,1.3002409343622e-05,0.0295317238285942,0.433731436549638,0.397754656450277,0.0266682907020738,0.0295883652872262,0.00987834945930794,1.48392150313025e-25,2.29788577904817e-13,9.54746664261796e-14,6.21789313692334e-09,3.91702113092256e-88,6.1547451890058e-69,7.76004342371667e-87,2.02479026432252e-90,4.8358067519291e-111,5.36665990002616e-125,1.60913963457191e-103,3.02286032265333e-18,2.78037983876139e-19,1.58418011210567e-20,4.80303442805542e-25,3.0633203478376e-59,6.09730781445659e-17,1.76975918547164e-15,4.31681201390685e-18,6.5500941555264e-77,6.89599109266741e-75,4.28513756054067e-74,1.70333523846346e-68,6.29442550802207e-73,7.98267351628435e-77,6.58481721468659e-81,8.08491563991559e-74,9.48222960770161e-83,2.95896695337914e-80,9.86026463860489e-68,1.73104762338193e-66,1.08411216551721e-70,1.98075399975723e-64,9.86260201262195e-78,1.69275203530221e-26,2.51006141210603e-62,2.13754797788364e-77,1.07026283952994e-67,1.51426698675093e-152,2.31061246718104e-134,2.8924008439554e-163,1.3009067224588e-221,0,5.75401018981278e-100,4.13751862239672e-170
"803",0.378157570295921,0.00620809335377864,0.0481469198543185,0.00227419262067703,0.557430404902126,0.00193230515816794,0.000290892620541094,0.00555956313486426,9.60508635728453e-26,1.42734202108826e-14,3.05331431837651e-13,1.0116209228121e-08,1.05794037548703e-84,1.67088657675922e-67,4.715017702109e-82,2.0883012776091e-85,5.44133177970513e-120,1.83406968013776e-132,7.91438058499367e-102,4.49972594329067e-12,8.06447794070601e-13,1.56852105617474e-12,5.56938113634062e-21,1.96250734392361e-29,1.10239490567697e-10,4.77508224872147e-08,7.51393317804835e-11,3.42142025319547e-74,2.48167165188788e-70,9.04948769640847e-71,4.63678331988929e-66,5.17129977509734e-70,3.90471148945536e-71,1.51182579064639e-77,1.55222240930351e-72,1.9210453002158e-80,2.18158185555564e-76,1.3874119741618e-65,1.87128580218762e-63,1.17734868418551e-65,1.97717402361942e-61,1.61056513846114e-71,4.2566588588693e-21,1.05669435998556e-58,7.59664717879945e-74,1.24370482415232e-66,4.11169399457523e-144,1.47485084008615e-125,7.81676098692984e-157,1.4643115019354e-218,0,8.4280548424799e-98,6.24457652909864e-162
"804",0.212656663416746,0.00116459238552304,0.00908024449510474,0.000156269740527274,0.75745493297756,0.0161891603698186,0.00032838441094476,0.0029697453061678,8.86835458403114e-22,7.35799658920072e-13,1.24228737456959e-12,6.78689146671946e-09,1.35207636899779e-81,3.39058083553309e-63,8.16299806722968e-80,3.92089158380433e-82,1.17915945929976e-103,1.99391332221856e-130,8.91464915847648e-101,7.62743427932409e-13,4.7532666128551e-14,3.95362991856054e-16,2.41611946182689e-26,4.75667945837739e-42,1.00954615273698e-11,9.74392101742215e-11,3.92658702639124e-13,1.15792879457852e-87,4.85921183855004e-83,5.8968270315281e-84,1.77315286546207e-76,3.16078922393443e-81,2.11047835578459e-84,4.41695965130557e-91,5.2811015228589e-81,2.6284244887021e-94,1.48987262438828e-90,8.83372725378831e-77,4.26274528120743e-74,1.4326288075351e-79,2.06390870874849e-72,2.54244074242746e-85,6.21673299436641e-28,2.53032763381576e-71,4.99606589385965e-87,2.93305150430462e-71,2.53361662358614e-145,5.00850137349515e-129,3.51719074297736e-162,6.71193657884938e-208,0,4.62361775589313e-100,1.1774450029284e-164
"805",0.870163008454251,0.000119125570275532,0.00857016828717313,0.0199413171493805,0.0984269122031127,0.00255048013296682,0.000103715131580519,0.000125273050798381,1.37638949212717e-26,2.52190732167256e-18,1.26873801355097e-17,1.70869908471706e-11,2.29123692301943e-92,1.69857954298524e-73,1.68094936679374e-88,3.94412866173496e-92,6.55108904670003e-124,4.34817858837151e-139,7.38673569700791e-112,2.13129900858044e-15,6.50982721960813e-16,4.04770107968119e-17,8.19233784223044e-27,5.88412213604481e-41,3.79498492572519e-14,3.32921179468554e-12,4.55420520717777e-15,2.51493148819061e-85,1.56196475784624e-81,9.73028603410824e-82,5.74899204295925e-75,1.70626679934933e-79,1.05828935769781e-81,8.45185960347477e-89,3.21388061807458e-80,6.5138508991547e-92,7.57660686516425e-88,5.54550309512517e-76,7.38429136881336e-74,4.93255258985661e-77,2.02138417329524e-71,1.49172860319745e-83,2.8429490854116e-27,2.02665157612416e-69,3.41710445621325e-85,3.41321629456616e-74,4.68788313789359e-167,1.57435366165061e-127,6.58754856120263e-161,1.45877467299378e-219,0,4.17935724473713e-102,1.54194655990974e-172
"806",0.120447171099668,0.299592570109133,0.175149108753961,0.00311944968629183,0.121203280288386,0.197614641030998,0.00784063226150099,0.0747706970600165,3.52615277681325e-10,1.72816213440495e-07,1.31714207131754e-07,0.000262136332584998,3.75362895110225e-67,2.78428579399887e-51,1.95970211109481e-63,1.81642741649257e-67,4.70137179424208e-91,4.05301619618158e-111,1.31631115366396e-88,1.04660582876161e-10,7.15713369654446e-11,1.18236110328666e-13,4.69306752054857e-19,2.09255694415068e-44,5.98858689553116e-09,2.29853157116988e-09,3.09542737510851e-11,1.8997979714708e-70,3.46502114048281e-67,5.96327160359731e-67,1.03321092296161e-61,2.24232767218168e-66,1.12192960310449e-65,7.33169447240249e-73,3.50817095061967e-68,6.30660722745358e-76,2.05455263423851e-73,1.08886176684558e-62,7.37266801571582e-60,2.69742889518675e-63,3.37653324540853e-60,3.92596120406078e-70,6.69751033575623e-21,6.34225035712303e-55,1.22372350770855e-70,3.53457424765808e-63,4.07196437075136e-151,9.27864610343685e-109,5.21008345552251e-154,2.03999004645399e-212,1.03598154948222e-317,1.70689181954667e-95,2.00153357165524e-164
"807",0.619550297830611,0.000111887206601322,0.0221271588711071,0.000292008360443692,0.351751472239796,0.00521826256689888,8.84218305079864e-05,0.000860486328502148,1.04546532716984e-26,3.15740492595185e-12,9.45719968494103e-16,4.75131954027544e-09,1.5722546482383e-87,5.90161470192989e-69,2.09859713241013e-86,4.13638893474748e-88,8.322505435877e-110,4.79891704726089e-141,4.558974382752e-106,9.58981099281815e-16,1.80917771331348e-16,5.10818865150985e-18,2.52609538862372e-26,8.66687830728967e-42,6.50182682426413e-14,1.09820855828207e-11,4.89027136078306e-15,1.20760175258619e-86,3.34550605888906e-82,1.44019064032088e-83,6.67150950158013e-75,1.4031941816794e-79,1.11583426578521e-83,8.51360659496834e-90,3.05645528531156e-80,8.01831172955411e-93,7.06346091242276e-89,7.29304606927184e-75,1.78112409527566e-71,2.70607436645821e-77,7.60612492312342e-71,2.62535615651975e-84,3.64608036682114e-27,4.28201602110191e-71,6.71302885950233e-85,7.05720488945119e-69,2.86645435350435e-149,1.4890437334373e-128,6.41110658468579e-165,5.89012610662244e-229,0,2.92616496362034e-105,4.10044701241696e-173
"808",0.303806624679218,0.000134183484158216,0.639280440664214,0.000475788962114861,0.0552594163125499,0.00103809667960402,9.93326724353017e-07,4.45556547257509e-06,7.64829045378896e-27,2.88668629993239e-15,1.80436441462868e-19,1.39497995472714e-12,1.20301850947251e-90,1.20571192907259e-71,1.40109156150915e-86,1.62873345544268e-89,7.44294843261323e-121,1.06220090826322e-148,1.90128349317757e-112,6.81110769546743e-14,1.62151826904681e-15,3.30817882710768e-13,1.41220321088068e-16,1.51829273557597e-51,1.16036565365351e-13,3.23241282075262e-10,7.88455034562229e-13,9.38860362327574e-67,1.10068168921369e-62,2.11716325681891e-65,6.26681680703134e-55,3.21934693744701e-59,9.88761375068213e-66,2.20002786756298e-70,1.03914549776883e-58,4.44824408098068e-73,5.17964230274351e-69,3.02639913006637e-56,3.39262494470254e-54,1.17493357110852e-59,3.14058351624535e-52,8.10002735145935e-65,4.63054893714881e-17,1.76741125390083e-54,5.74476696139894e-66,9.18588270240921e-52,2.27381023279488e-143,2.60937548933591e-120,3.77273709076203e-155,3.99957871375435e-207,0,1.4311159303659e-94,7.64408271327385e-164
"810",0.259843118190468,1.09311441614404e-05,0.0390421499257273,0.324136898718638,0.372502281867166,0.0018275885099414,0.00211514397401175,0.000521887538847673,1.73012713199588e-24,3.19567233256724e-16,2.39392253303755e-15,1.30917080552158e-10,1.00469657989215e-84,1.49006111580299e-66,4.86909734018114e-84,1.30202536998337e-86,3.05968810506245e-104,2.19736571748109e-123,1.44215143999595e-94,1.15461093017927e-17,1.92123310548196e-18,1.64040415091998e-18,2.9017759669351e-24,1.44859427957038e-45,1.51776931462797e-15,1.16996821913845e-13,4.98638116143885e-17,2.47357001760932e-77,1.58724786368343e-74,1.64417534017684e-74,7.90353655745454e-69,4.25337199136297e-73,1.0958993854944e-75,9.90414541487505e-81,1.91228911852536e-74,2.15963807582355e-83,6.08327692602583e-80,1.42254236433706e-68,7.28048237083006e-67,3.86890856473373e-70,1.02067793241986e-64,7.60594929010669e-77,1.32084952180975e-25,1.01942532483059e-62,3.44604037982246e-77,1.54463749326701e-67,3.8055385214144e-152,6.40146167004463e-123,4.69763360321118e-155,1.10519299229975e-207,0,3.90859948409931e-98,2.60744878943895e-161
"1381",0.00491648916405981,0.941992693847829,0.0355433917995652,1.62090360665189e-06,0.0139738053206217,0.00168690202723209,1.69687629607141e-06,0.00116114363700766,2.95620435619879e-18,2.30688272708041e-10,4.40391402176481e-11,6.49412234514395e-06,3.18895333592715e-75,9.27172650775442e-59,6.67709232424361e-72,5.45429033276715e-77,8.39212980068927e-101,1.31063083186399e-123,6.63400305035138e-95,4.69260045093845e-06,1.56357237260193e-06,2.80856623135168e-07,1.44877853981724e-16,1.92080113669313e-36,8.65085091272044e-05,0.000604978417226974,1.77380709085285e-05,2.16755075278793e-67,5.29474243172764e-64,9.40302493547382e-63,1.77014946523915e-61,7.7633393139938e-65,6.97016157338479e-63,1.88668007795511e-71,3.14726957185196e-67,8.70296259590208e-73,1.54164508140994e-70,5.32737313916196e-60,1.29661131164247e-58,2.75186256392354e-61,1.70669968824182e-57,1.35051186003976e-65,8.9292444332451e-18,6.38704573088906e-52,1.06107914844375e-67,2.29510418336245e-64,2.80030845139789e-129,2.56968815239595e-99,1.76473972933254e-163,5.77103476181586e-210,0,1.16440469048071e-97,1.37116879008796e-159
"1382",0.0108550060959786,0.519599044815389,0.424178032974635,9.01827892293941e-06,0.0246705433692445,0.00184179000952982,3.29059774271582e-06,0.0182026369513321,1.25438528478767e-20,3.45017976498555e-11,8.34650772341178e-10,3.9445700040719e-05,3.78813837530011e-75,1.44371687987278e-59,6.55013540635966e-74,4.25421721900902e-79,1.4236826904096e-90,7.03399965373415e-124,1.25171906477884e-88,4.92362764288796e-06,9.94231285632134e-06,3.79668162375326e-09,9.52086109347624e-19,2.21803374040412e-35,0.000303600871177964,0.000277161664709893,5.55806496370577e-06,1.38689151546294e-73,9.68925600626564e-71,4.21084097314141e-70,3.00288675346267e-66,3.0259013730543e-70,5.268565044026e-71,1.39879380156031e-76,8.83617239835166e-73,3.22074860516002e-79,2.71586402638519e-76,3.25824741066946e-65,1.73166637268929e-63,3.73375847312492e-66,2.89715136962034e-62,8.21284361085422e-72,6.78293160916966e-20,1.73530081078399e-58,1.44304223657082e-73,1.25882253442901e-67,5.58928952219892e-148,3.68945252698274e-117,1.10023478888017e-171,1.36640367026786e-222,0,9.50390278995101e-106,1.05864302677063e-182
